500 0.0000244
1000 0.0000511
1500 0.0000789
2000 0.0001086
2500 0.0001412
3000 0.0001751
3500 0.0003153
4000 0.0002383
4500 0.0002609
5000 0.0002982
5500 0.0003671
6000 0.0003210
6500 0.0003123
7000 0.0003790
7500 0.0003564
8000 0.0004175
8500 0.0004070
9000 0.0004534
9500 0.0004872
10000 0.0004917
10500 0.0005460
11000 0.0005458
11500 0.0005713
12000 0.0006171
12500 0.0006437
13000 0.0006774
13500 0.0006871
14000 0.0007321
14500 0.0007366
15000 0.0007938
15500 0.0008026
16000 0.0008354
16500 0.0008562
17000 0.0009037
17500 0.0009089
18000 0.0009399
18500 0.0009658
19000 0.0010253
19500 0.0010613
20000 0.0010547
20500 0.0011095
21000 0.0011385
21500 0.0011689
22000 0.0011723
22500 0.0012429
23000 0.0012323
23500 0.0012680
24000 0.0012911
24500 0.0013128
25000 0.0013688
25500 0.0014083
26000 0.0014616
26500 0.0014193
27000 0.0014506
27500 0.0015246
28000 0.0015235
28500 0.0015581
29000 0.0016329
29500 0.0015924
30000 0.0016712
30500 0.0016560
31000 0.0017025
31500 0.0017681
32000 0.0017740
32500 0.0018174
33000 0.0018226
33500 0.0019372
34000 0.0024255
34500 0.0020413
35000 0.0019922
35500 0.0020071
36000 0.0019923
36500 0.0020888
37000 0.0020919
37500 0.0026003
38000 0.0027388
38500 0.0028438
39000 0.0028197
39500 0.0025375
40000 0.0022904
40500 0.0023041
41000 0.0023110
41500 0.0023953
42000 0.0024073
42500 0.0024613
43000 0.0031046
43500 0.0025277
44000 0.0025071
44500 0.0025773
45000 0.0025456
45500 0.0025929
46000 0.0026003
46500 0.0026890
47000 0.0026923
47500 0.0027570
48000 0.0027741
48500 0.0028248
49000 0.0027857
49500 0.0029182
50000 0.0042824
50500 0.0038451
51000 0.0039725
51500 0.0039149
52000 0.0042564
52500 0.0046268
53000 0.0045377
53500 0.0042185
54000 0.0058697
54500 0.0044353
55000 0.0092432
55500 0.0048260
56000 0.0032395
56500 0.0032907
57000 0.0033315
57500 0.0033023
58000 0.0033824
58500 0.0035600
59000 0.0042368
59500 0.0034461
60000 0.0036173
60500 0.0041792
61000 0.0036091
61500 0.0038846
62000 0.0037627
62500 0.0037255
63000 0.0037693
63500 0.0038035
64000 0.0037379
64500 0.0038552
65000 0.0037853
65500 0.0038902
66000 0.0039292
66500 0.0040105
67000 0.0039898
67500 0.0040204
68000 0.0040070
68500 0.0040462
69000 0.0041527
69500 0.0041115
70000 0.0041867
70500 0.0042068
71000 0.0041579
71500 0.0041861
72000 0.0042983
72500 0.0048799
73000 0.0054635
73500 0.0083722
74000 0.0073875
74500 0.0054653
75000 0.0058245
75500 0.0051064
76000 0.0049327
76500 0.0046616
77000 0.0045899
77500 0.0053160
78000 0.0047906
78500 0.0046754
79000 0.0047187
79500 0.0052027
80000 0.0048068
80500 0.0064396
81000 0.0060938
81500 0.0054949
82000 0.0048940
82500 0.0049355
83000 0.0050200
83500 0.0050250
84000 0.0050889
84500 0.0057864
85000 0.0051680
85500 0.0061878
86000 0.0055027
86500 0.0054320
87000 0.0058756
87500 0.0052850
88000 0.0053077
88500 0.0060564
89000 0.0054289
89500 0.0053320
90000 0.0055102
90500 0.0055286
91000 0.0054941
91500 0.0055065
92000 0.0055864
92500 0.0057064
93000 0.0056230
93500 0.0072500
94000 0.0059685
94500 0.0057709
95000 0.0057269
95500 0.0058464
96000 0.0058405
96500 0.0058365
97000 0.0058386
97500 0.0064265
98000 0.0060700
98500 0.0060770
99000 0.0060599
99500 0.0061518
100000 0.0061466
